Date,Area,Equipment,Driving End Temp,Driven End Temp,RMS Velocity (mm/s),Peak Acceleration (g),Displacement (µm),Oil Level,Abnormal Sound,Leakage,Observation,Is Running
2024-01-06,Butene,2-P-2101-A,68.8,47.2,0.3,0.05,763.7,Low,Yes,Yes,Normal,False
2024-01-06,Butene,2-P-2101-B,69.3,39.9,1.5,3.45,369.6,High,Yes,Yes,Needs Attention,True
2024-01-06,Butene,2-P-2301-A,61.8,46.5,1.4,0.82,580.2,Low,No,Yes,Normal,False
2024-01-06,Butene,2-P-2301-B,49.2,53.8,0.9,2.27,533.6,High,Yes,No,Normal,True
2024-01-06,Butene,2-P-2302-A,57.2,65.6,0.1,1.18,547.6,Normal,No,No,Normal,False
2024-01-06,Butene,2-P-2302-B,30.2,61.3,5.9,0.85,767.6,Normal,No,Yes,Needs Attention,False
2024-01-06,Butene,2-P-2306-A,73.1,75.8,0.7,4.1,410.8,High,No,No,Needs Attention,True
2024-01-06,Butene,2-P-2306-B,60.9,66.2,1.6,1.09,71.1,High,No,Yes,Slight Noise,True
2024-01-08,Reaction,3-P-101,66.5,33.8,0.1,2.27,697.1,High,No,Yes,Needs Attention,True
2024-01-08,Reaction,3-P-102-A,61.1,51.1,1.5,4.46,459.9,High,Yes,Yes,Normal,False
2024-01-08,Reaction,3-P-102-B,54.2,63.0,2.7,4.62,540.6,High,No,Yes,Slight Noise,False
2024-01-08,Reaction,3-P-103-A,58.8,74.6,5.3,1.67,218.5,Normal,No,Yes,Normal,False
2024-01-08,Reaction,3-P-103-B,61.7,69.3,2.7,4.6,623.4,Low,Yes,No,Needs Attention,False
2024-01-08,Reaction,3-P-201,67.9,42.1,3.4,0.65,678.6,Low,No,Yes,Normal,True
2024-01-08,Reaction,3-P-202,37.8,79.6,2.1,1.09,341.2,High,Yes,Yes,Normal,True
2024-01-08,Reaction,3-P-203,41.6,51.0,0.8,3.32,517.5,Normal,No,No,Needs Attention,True
2024-01-08,Reaction,3-P-204,74.1,52.1,4.7,2.58,263.7,Low,Yes,Yes,Needs Attention,True
2024-01-08,Reaction,3-P-205,66.1,55.5,4.7,4.04,936.8,Low,No,Yes,Slight Noise,False
2024-01-08,Reaction,3-P-206,56.1,43.6,3.7,3.67,413.2,High,Yes,No,Needs Attention,False
2024-01-08,Reaction,3-P-208,33.4,41.5,4.5,4.46,888.8,High,Yes,No,Slight Noise,False
2024-01-08,Reaction,3-P-209,37.6,52.4,0.5,1.89,860.3,High,Yes,No,Needs Attention,True
2024-01-08,Reaction,3-P-301-A,59.8,40.1,1.9,3.46,27.6,Normal,Yes,No,Normal,True
2024-01-08,Reaction,3-P-301-B,41.1,42.4,3.3,2.24,760.4,High,Yes,Yes,Slight Noise,False
2024-01-08,Reaction,3-P-301-C,79.0,49.3,1.9,4.14,361.0,High,No,No,Slight Noise,False
2024-01-08,Reaction,3-K-101-A,76.2,41.3,5.0,4.52,786.5,Normal,No,No,Needs Attention,True
2024-01-08,Reaction,3-K-101-B,41.1,61.1,3.6,3.3,972.0,Normal,Yes,Yes,Slight Noise,False
2024-01-08,Reaction,3-K-301-A,73.7,56.1,3.0,4.22,906.7,High,Yes,Yes,Normal,True
2024-01-08,Reaction,3-K-301-B,62.5,46.9,2.2,3.64,648.7,Normal,Yes,No,Normal,True
2024-01-10,Distillation,3-P-901-A,51.1,42.3,4.6,1.76,138.8,Normal,Yes,Yes,Slight Noise,False
2024-01-10,Distillation,3-P-901-B,52.5,49.7,2.3,1.94,842.1,Low,No,Yes,Normal,False
2024-01-10,Distillation,3-P-902-A,76.2,73.4,3.0,0.5,514.8,High,Yes,Yes,Slight Noise,False
2024-01-10,Distillation,3-P-902-B,63.1,71.1,1.5,2.13,329.0,High,No,No,Slight Noise,True
2024-01-10,Distillation,3-P-903-A,30.8,37.7,6.0,4.76,107.4,High,No,Yes,Slight Noise,False
2024-01-10,Distillation,3-P-903-B,69.6,38.6,2.3,0.7,51.8,Low,No,Yes,Slight Noise,False
2024-01-10,Distillation,3-P-903-C,40.0,79.2,4.5,2.36,466.2,Low,No,Yes,Normal,True
2024-01-10,Distillation,3-P-904-A,37.0,66.1,0.2,4.65,81.1,High,Yes,Yes,Needs Attention,False
2024-01-10,Distillation,3-P-904-B,34.4,74.2,0.4,3.14,94.1,Normal,Yes,Yes,Needs Attention,True
2024-01-10,Distillation,3-P-905-A,70.5,65.4,5.5,3.81,549.8,Low,No,No,Slight Noise,False
2024-01-10,Distillation,3-P-905-B,67.4,65.3,4.3,2.44,875.4,Low,Yes,No,Slight Noise,True
2024-01-10,Distillation,3-P-906-A,32.1,57.5,1.5,4.33,969.0,Normal,Yes,No,Needs Attention,True
2024-01-10,Distillation,3-P-906-B,72.0,76.3,4.7,1.25,757.8,Low,No,No,Slight Noise,False
2024-01-10,Distillation,3-P-907-A,79.7,75.1,2.8,3.04,3.5,High,Yes,No,Slight Noise,False
2024-01-10,Distillation,3-P-907-B,46.3,39.1,3.1,3.87,345.6,Normal,Yes,Yes,Needs Attention,True
2024-01-12,Finishing,3-P-501-A,65.1,58.9,1.5,0.05,387.0,Normal,No,Yes,Slight Noise,True
2024-01-12,Finishing,3-P-501-B,71.3,57.5,4.9,2.87,773.8,Normal,Yes,No,Needs Attention,True
2024-01-12,Finishing,3-P-502-A,54.7,66.4,2.9,1.98,949.6,High,Yes,No,Needs Attention,False
2024-01-12,Finishing,3-P-502-B,35.4,54.8,4.0,1.86,467.5,High,Yes,Yes,Needs Attention,False
2024-01-12,Finishing,3-P-503-A,75.1,68.3,3.9,0.03,797.9,High,Yes,Yes,Needs Attention,False
2024-01-12,Finishing,3-P-503-B,77.6,40.2,0.8,3.96,223.8,High,No,Yes,Normal,False
2024-01-12,Finishing,3-P-504-A,69.5,63.3,4.4,3.67,344.8,Normal,Yes,No,Normal,False
2024-01-12,Finishing,3-P-504-B,75.5,61.1,5.5,2.13,661.8,Low,No,No,Slight Noise,True
2024-01-12,Finishing,3-P-601-A,47.0,30.5,2.4,2.73,108.9,High,No,Yes,Slight Noise,False
2024-01-12,Finishing,3-P-601-B,64.6,66.3,4.6,3.62,980.6,Normal,Yes,Yes,Normal,False
2024-01-13,Butene,2-P-2101-A,59.6,75.0,2.6,2.78,414.7,Normal,Yes,No,Slight Noise,True
2024-01-13,Butene,2-P-2101-B,75.7,54.1,2.3,4.63,926.1,Normal,Yes,No,Needs Attention,True
2024-01-13,Butene,2-P-2301-A,58.4,71.5,0.2,4.33,637.7,Normal,Yes,No,Normal,True
2024-01-13,Butene,2-P-2301-B,36.7,66.6,2.1,2.92,573.1,Normal,Yes,Yes,Normal,True
2024-01-13,Butene,2-P-2302-A,67.7,42.5,0.4,1.42,193.7,Low,No,Yes,Needs Attention,False
2024-01-13,Butene,2-P-2302-B,62.0,65.5,2.8,3.97,520.5,Normal,No,Yes,Slight Noise,True
2024-01-13,Butene,2-P-2306-A,61.8,61.6,0.9,1.28,757.7,High,Yes,No,Normal,True
2024-01-13,Butene,2-P-2306-B,41.3,34.4,2.2,1.33,51.7,Low,No,No,Normal,False
2024-01-15,Reaction,3-P-101,65.1,76.1,4.1,3.89,304.8,Normal,No,No,Slight Noise,False
2024-01-15,Reaction,3-P-102-A,61.8,69.3,4.3,3.01,2.2,Low,No,Yes,Slight Noise,False
2024-01-15,Reaction,3-P-102-B,46.1,36.3,3.6,2.14,56.3,Normal,No,Yes,Slight Noise,True
2024-01-15,Reaction,3-P-103-A,49.8,36.2,0.2,0.72,126.8,High,No,No,Normal,False
2024-01-15,Reaction,3-P-103-B,66.9,39.1,2.1,4.16,400.8,Low,Yes,No,Normal,True
2024-01-15,Reaction,3-P-201,61.3,72.3,0.9,1.17,27.9,High,No,No,Needs Attention,True
2024-01-15,Reaction,3-P-202,69.5,49.4,0.1,2.77,784.4,Normal,Yes,No,Slight Noise,False
2024-01-15,Reaction,3-P-203,59.2,58.9,2.1,2.12,798.5,High,No,Yes,Normal,False
2024-01-15,Reaction,3-P-204,76.4,38.2,3.7,2.17,966.8,High,Yes,Yes,Slight Noise,True
2024-01-15,Reaction,3-P-205,49.4,59.2,3.1,2.01,694.5,Normal,Yes,No,Normal,True
2024-01-15,Reaction,3-P-206,36.4,45.4,2.4,4.61,792.0,High,No,Yes,Normal,False
2024-01-15,Reaction,3-P-208,52.6,62.6,3.4,1.58,618.7,High,No,No,Slight Noise,True
2024-01-15,Reaction,3-P-209,53.8,39.4,3.2,4.91,857.8,High,Yes,Yes,Needs Attention,True
2024-01-15,Reaction,3-P-301-A,59.2,57.1,4.1,2.79,857.9,Low,Yes,No,Needs Attention,False
2024-01-15,Reaction,3-P-301-B,53.8,40.7,2.6,1.92,613.3,Normal,Yes,Yes,Needs Attention,False
2024-01-15,Reaction,3-P-301-C,78.6,50.6,1.8,2.63,210.6,Normal,Yes,Yes,Needs Attention,False
2024-01-15,Reaction,3-K-101-A,52.7,78.3,3.3,0.05,850.7,Low,No,Yes,Needs Attention,True
2024-01-15,Reaction,3-K-101-B,55.4,75.3,0.1,2.54,649.9,Normal,Yes,Yes,Slight Noise,True
2024-01-15,Reaction,3-K-301-A,65.9,43.6,4.1,0.17,696.6,Low,Yes,Yes,Needs Attention,True
2024-01-15,Reaction,3-K-301-B,37.8,63.0,4.3,4.77,448.9,Low,No,No,Slight Noise,True
2024-01-17,Distillation,3-P-901-A,65.1,45.1,5.1,1.8,155.9,Normal,Yes,Yes,Slight Noise,False
2024-01-17,Distillation,3-P-901-B,42.2,41.9,0.6,2.02,874.3,Normal,No,No,Normal,True
2024-01-17,Distillation,3-P-902-A,41.2,65.6,4.5,3.87,145.2,High,No,No,Normal,True
2024-01-17,Distillation,3-P-902-B,42.0,59.4,5.6,2.83,939.0,High,No,No,Normal,False
2024-01-17,Distillation,3-P-903-A,40.5,32.2,4.3,2.82,82.8,High,No,Yes,Needs Attention,True
2024-01-17,Distillation,3-P-903-B,70.5,55.5,1.3,0.54,708.1,High,Yes,Yes,Needs Attention,True
2024-01-17,Distillation,3-P-903-C,30.8,31.9,4.3,3.89,1.8,Low,No,No,Normal,False
2024-01-17,Distillation,3-P-904-A,79.0,55.2,2.8,4.38,585.4,High,Yes,No,Slight Noise,False
2024-01-17,Distillation,3-P-904-B,63.6,65.7,2.1,0.66,616.8,Normal,No,No,Normal,False
2024-01-17,Distillation,3-P-905-A,50.4,61.0,2.0,0.97,645.5,Normal,Yes,Yes,Needs Attention,False
2024-01-17,Distillation,3-P-905-B,68.1,37.9,1.7,4.9,114.4,Normal,No,Yes,Needs Attention,False
2024-01-17,Distillation,3-P-906-A,61.8,74.9,1.8,0.16,302.7,Low,Yes,Yes,Normal,True
2024-01-17,Distillation,3-P-906-B,66.9,58.3,5.2,0.39,270.1,Normal,No,No,Slight Noise,False
2024-01-17,Distillation,3-P-907-A,77.0,49.2,1.1,3.44,251.5,High,Yes,No,Normal,False
2024-01-17,Distillation,3-P-907-B,30.9,71.4,3.9,2.39,7.7,Normal,Yes,No,Slight Noise,False
2024-01-19,Finishing,3-P-501-A,63.7,69.0,4.2,1.11,190.9,High,No,Yes,Normal,True
2024-01-19,Finishing,3-P-501-B,36.8,75.8,3.8,2.28,391.2,High,Yes,Yes,Needs Attention,False
2024-01-19,Finishing,3-P-502-A,41.0,33.4,4.2,1.98,528.6,Normal,No,No,Normal,False
2024-01-19,Finishing,3-P-502-B,55.0,42.2,1.5,2.89,767.5,Low,Yes,No,Needs Attention,False
2024-01-19,Finishing,3-P-503-A,49.7,49.3,0.0,0.62,540.3,Normal,Yes,Yes,Normal,False
2024-01-19,Finishing,3-P-503-B,35.6,43.1,4.8,0.04,307.2,Normal,No,No,Slight Noise,True
2024-01-19,Finishing,3-P-504-A,44.4,74.4,1.4,1.67,258.5,High,No,Yes,Normal,False
2024-01-19,Finishing,3-P-504-B,57.9,69.8,1.3,0.72,346.3,Normal,Yes,Yes,Needs Attention,True
2024-01-19,Finishing,3-P-601-A,42.4,61.2,3.9,1.26,224.8,High,No,No,Needs Attention,True
2024-01-19,Finishing,3-P-601-B,54.3,69.3,4.5,2.18,573.0,High,Yes,No,Needs Attention,False
2024-01-20,Butene,2-P-2101-A,66.5,52.2,2.9,1.25,911.2,Low,Yes,No,Normal,False
2024-01-20,Butene,2-P-2101-B,54.3,72.5,5.5,2.3,861.5,High,Yes,Yes,Needs Attention,True
2024-01-20,Butene,2-P-2301-A,33.3,35.7,2.5,1.46,922.4,High,No,No,Slight Noise,False
2024-01-20,Butene,2-P-2301-B,34.4,46.6,3.6,0.34,733.3,High,Yes,Yes,Slight Noise,False
2024-01-20,Butene,2-P-2302-A,46.4,67.1,4.6,0.2,781.7,Low,No,Yes,Normal,True
2024-01-20,Butene,2-P-2302-B,43.7,71.4,4.6,3.02,565.2,Low,Yes,No,Normal,True
2024-01-20,Butene,2-P-2306-A,57.7,76.8,2.7,2.3,617.8,High,No,No,Normal,False
2024-01-20,Butene,2-P-2306-B,77.3,58.5,1.1,1.08,804.8,High,No,Yes,Normal,True
2024-01-22,Reaction,3-P-101,41.4,51.8,1.9,2.58,310.7,Low,Yes,No,Slight Noise,True
2024-01-22,Reaction,3-P-102-A,76.7,55.1,0.1,0.0,899.8,High,Yes,No,Needs Attention,True
2024-01-22,Reaction,3-P-102-B,67.8,57.9,5.8,1.47,519.4,Normal,Yes,Yes,Normal,True
2024-01-22,Reaction,3-P-103-A,58.8,52.2,3.9,4.79,832.8,Normal,No,Yes,Needs Attention,False
2024-01-22,Reaction,3-P-103-B,69.7,63.6,2.3,2.11,625.5,High,Yes,Yes,Slight Noise,False
2024-01-22,Reaction,3-P-201,53.1,73.2,5.6,3.12,428.7,Low,Yes,No,Needs Attention,False
2024-01-22,Reaction,3-P-202,40.8,68.5,4.5,4.16,45.8,Low,Yes,No,Slight Noise,False
2024-01-22,Reaction,3-P-203,30.2,76.3,3.9,3.63,625.5,High,No,Yes,Normal,True
2024-01-22,Reaction,3-P-204,43.0,43.4,5.2,4.12,831.0,Normal,Yes,No,Needs Attention,False
2024-01-22,Reaction,3-P-205,66.5,78.7,4.2,3.46,706.1,Normal,No,No,Normal,False
2024-01-22,Reaction,3-P-206,55.3,54.1,5.7,3.72,185.6,High,No,No,Slight Noise,True
2024-01-22,Reaction,3-P-208,46.7,71.8,2.6,0.28,390.5,Low,Yes,Yes,Slight Noise,False
2024-01-22,Reaction,3-P-209,73.8,53.1,3.1,4.12,240.9,Normal,Yes,No,Normal,False
2024-01-22,Reaction,3-P-301-A,75.8,32.0,0.2,1.56,468.9,Normal,No,No,Normal,True
2024-01-22,Reaction,3-P-301-B,78.2,67.3,1.5,3.85,769.0,Normal,Yes,Yes,Normal,False
2024-01-22,Reaction,3-P-301-C,55.7,62.0,2.1,1.48,863.8,High,No,No,Slight Noise,True
2024-01-22,Reaction,3-K-101-A,68.3,49.3,2.3,3.27,622.3,High,No,No,Needs Attention,False
2024-01-22,Reaction,3-K-101-B,45.4,51.6,5.1,0.58,520.6,High,Yes,No,Normal,False
2024-01-22,Reaction,3-K-301-A,63.4,74.5,4.7,1.17,683.2,Low,Yes,Yes,Normal,False
2024-01-22,Reaction,3-K-301-B,42.4,37.0,3.5,3.01,448.8,Low,No,Yes,Normal,False
2024-01-24,Distillation,3-P-901-A,77.9,57.1,4.9,3.54,450.8,Normal,No,No,Needs Attention,False
2024-01-24,Distillation,3-P-901-B,57.4,75.2,0.8,2.38,509.2,High,Yes,No,Slight Noise,True
2024-01-24,Distillation,3-P-902-A,69.6,31.7,3.1,4.17,363.0,Low,Yes,Yes,Needs Attention,False
2024-01-24,Distillation,3-P-902-B,62.9,38.5,3.0,4.35,639.1,Low,Yes,No,Needs Attention,True
2024-01-24,Distillation,3-P-903-A,48.1,70.1,3.1,0.3,517.6,Normal,No,No,Normal,True
2024-01-24,Distillation,3-P-903-B,75.0,30.6,2.4,2.75,749.2,Normal,Yes,No,Needs Attention,True
2024-01-24,Distillation,3-P-903-C,61.5,50.4,3.7,2.4,751.2,High,No,Yes,Slight Noise,True
2024-01-24,Distillation,3-P-904-A,43.2,44.3,5.3,1.74,800.8,Normal,Yes,No,Normal,False
2024-01-24,Distillation,3-P-904-B,50.1,68.4,2.9,4.32,765.0,High,No,Yes,Needs Attention,False
2024-01-24,Distillation,3-P-905-A,35.3,64.8,0.5,2.98,994.4,Low,Yes,Yes,Slight Noise,True
2024-01-24,Distillation,3-P-905-B,37.0,40.0,5.3,0.72,748.3,High,No,Yes,Needs Attention,False
2024-01-24,Distillation,3-P-906-A,76.0,36.1,2.6,1.41,45.9,High,No,Yes,Needs Attention,False
2024-01-24,Distillation,3-P-906-B,47.0,64.5,3.5,2.4,720.8,High,No,Yes,Normal,False
2024-01-24,Distillation,3-P-907-A,71.9,55.2,0.2,0.82,782.5,High,No,Yes,Normal,False
2024-01-24,Distillation,3-P-907-B,73.7,45.1,0.2,4.64,728.4,Normal,Yes,No,Normal,False
2024-01-26,Finishing,3-P-501-A,38.2,64.0,4.9,4.15,452.3,High,No,Yes,Needs Attention,False
2024-01-26,Finishing,3-P-501-B,54.0,32.1,5.3,3.14,565.4,High,No,Yes,Needs Attention,True
2024-01-26,Finishing,3-P-502-A,41.9,45.9,1.1,3.71,330.6,Low,Yes,Yes,Normal,False
2024-01-26,Finishing,3-P-502-B,30.8,35.5,4.2,0.59,547.2,Normal,Yes,Yes,Slight Noise,False
2024-01-26,Finishing,3-P-503-A,67.3,65.4,1.0,3.47,90.7,Low,Yes,No,Normal,True
2024-01-26,Finishing,3-P-503-B,64.7,51.3,3.9,4.3,432.8,High,No,No,Needs Attention,True
2024-01-26,Finishing,3-P-504-A,34.3,53.4,1.3,2.36,199.2,Low,Yes,No,Normal,False
2024-01-26,Finishing,3-P-504-B,69.1,33.7,5.3,2.89,733.4,High,No,No,Needs Attention,False
2024-01-26,Finishing,3-P-601-A,78.8,43.2,1.4,1.62,227.0,High,No,No,Normal,True
2024-01-26,Finishing,3-P-601-B,49.3,77.2,1.9,4.1,37.1,High,Yes,Yes,Slight Noise,False
2024-01-27,Butene,2-P-2101-A,42.8,74.7,0.8,0.5,308.0,High,Yes,Yes,Normal,False
2024-01-27,Butene,2-P-2101-B,71.8,48.8,4.0,1.63,965.9,High,Yes,No,Needs Attention,False
2024-01-27,Butene,2-P-2301-A,69.0,45.4,3.5,1.57,899.2,Normal,Yes,No,Normal,False
2024-01-27,Butene,2-P-2301-B,70.7,32.7,0.2,3.32,65.4,Low,No,No,Slight Noise,True
2024-01-27,Butene,2-P-2302-A,58.0,72.1,4.1,1.0,195.2,High,No,Yes,Slight Noise,True
2024-01-27,Butene,2-P-2302-B,72.8,68.3,2.1,3.91,102.4,Normal,No,Yes,Slight Noise,False
2024-01-27,Butene,2-P-2306-A,41.5,71.1,3.9,2.54,309.9,High,No,Yes,Normal,False
2024-01-27,Butene,2-P-2306-B,54.1,37.5,2.6,1.73,139.3,Normal,Yes,No,Slight Noise,False
2024-01-29,Reaction,3-P-101,77.0,51.3,4.7,1.45,588.2,Normal,Yes,Yes,Slight Noise,False
2024-01-29,Reaction,3-P-102-A,71.6,73.6,2.1,4.94,240.6,Normal,Yes,No,Slight Noise,False
2024-01-29,Reaction,3-P-102-B,74.1,75.3,4.6,1.59,585.5,High,Yes,No,Normal,False
2024-01-29,Reaction,3-P-103-A,39.5,40.0,3.0,4.36,782.8,Normal,Yes,No,Needs Attention,True
2024-01-29,Reaction,3-P-103-B,48.7,41.6,4.5,1.27,352.3,Normal,No,Yes,Slight Noise,True
2024-01-29,Reaction,3-P-201,63.1,43.1,2.7,0.25,350.4,High,Yes,No,Slight Noise,True
2024-01-29,Reaction,3-P-202,40.0,66.8,2.4,2.13,29.5,Normal,Yes,Yes,Needs Attention,False
2024-01-29,Reaction,3-P-203,73.2,32.4,5.0,3.04,887.1,Low,Yes,No,Slight Noise,True
2024-01-29,Reaction,3-P-204,61.6,46.8,5.3,4.38,854.8,High,Yes,No,Normal,True
2024-01-29,Reaction,3-P-205,67.7,76.3,2.8,1.6,586.0,Normal,Yes,Yes,Normal,True
2024-01-29,Reaction,3-P-206,46.3,42.4,4.3,3.33,614.6,Normal,Yes,No,Needs Attention,False
2024-01-29,Reaction,3-P-208,49.2,59.9,1.1,2.49,222.8,Low,No,No,Normal,True
2024-01-29,Reaction,3-P-209,49.0,36.6,1.4,3.19,255.1,Low,No,Yes,Normal,True
2024-01-29,Reaction,3-P-301-A,37.8,66.9,0.4,3.22,828.4,Normal,No,No,Normal,False
2024-01-29,Reaction,3-P-301-B,70.8,58.8,5.2,3.78,236.9,Normal,Yes,No,Slight Noise,False
2024-01-29,Reaction,3-P-301-C,34.9,44.2,1.6,3.11,274.2,Normal,No,No,Needs Attention,False
2024-01-29,Reaction,3-K-101-A,64.4,68.5,0.2,0.27,164.1,Low,No,Yes,Normal,False
2024-01-29,Reaction,3-K-101-B,32.6,79.6,1.7,4.53,89.7,Low,Yes,No,Normal,False
2024-01-29,Reaction,3-K-301-A,75.2,74.2,5.1,1.19,191.9,Normal,Yes,No,Needs Attention,False
2024-01-29,Reaction,3-K-301-B,44.3,59.7,2.4,0.42,793.3,High,No,No,Slight Noise,True
2024-01-31,Distillation,3-P-901-A,33.3,56.1,4.4,2.54,628.4,Normal,No,No,Slight Noise,False
2024-01-31,Distillation,3-P-901-B,36.9,58.7,1.2,2.64,557.9,Normal,Yes,Yes,Needs Attention,True
2024-01-31,Distillation,3-P-902-A,60.7,51.9,0.4,0.27,228.6,Low,No,No,Normal,False
2024-01-31,Distillation,3-P-902-B,57.8,53.0,4.2,4.57,505.0,High,No,Yes,Slight Noise,True
2024-01-31,Distillation,3-P-903-A,43.0,65.3,1.9,2.17,603.2,High,Yes,No,Needs Attention,True
2024-01-31,Distillation,3-P-903-B,50.8,45.9,2.6,3.18,11.6,High,No,Yes,Needs Attention,False
2024-01-31,Distillation,3-P-903-C,71.4,43.2,3.0,1.18,202.5,High,No,Yes,Normal,True
2024-01-31,Distillation,3-P-904-A,42.4,78.1,3.7,0.44,210.9,Normal,No,No,Needs Attention,False
2024-01-31,Distillation,3-P-904-B,77.5,31.4,4.0,1.15,291.0,Normal,No,No,Slight Noise,False
2024-01-31,Distillation,3-P-905-A,47.8,44.2,2.2,0.15,32.8,Normal,Yes,No,Normal,True
2024-01-31,Distillation,3-P-905-B,36.9,72.1,2.7,0.41,736.5,High,Yes,Yes,Needs Attention,True
2024-01-31,Distillation,3-P-906-A,39.3,62.4,1.1,1.31,752.9,High,Yes,Yes,Needs Attention,True
