Date,Area,Equipment,Is Running,High Priority,Driving End Temp,Driven End Temp,RMS Velocity (mm/s),Oil Level,Abnormal Sound,Leakage,Observation,Has Gearbox,Gearbox Temp,Gearbox Oil Level,Gearbox Leakage,Gearbox Abnormal Sound
2024-01-03,Distillation,3-P-901-B,False,False,0.0,0.0,0.0,N/A,N/A,N/A,N/A,False,0.0,N/A,N/A,N/A
2024-01-03,Distillation,3-P-902-A,True,True,42.5,79.2,4.1,Low,Yes,No,"Routine check, no issues",True,63.2,Normal,No,No
2024-01-03,Distillation,3-P-902-B,False,False,0.0,0.0,0.0,N/A,N/A,N/A,N/A,False,0.0,N/A,N/A,N/A
2024-01-03,Distillation,3-P-903-A,False,False,0.0,0.0,0.0,N/A,N/A,N/A,N/A,False,0.0,N/A,N/A,N/A
2024-01-03,Distillation,3-P-903-B,False,False,0.0,0.0,0.0,N/A,N/A,N/A,N/A,False,0.0,N/A,N/A,N/A
2024-01-03,Distillation,3-P-903-C,False,False,0.0,0.0,0.0,N/A,N/A,N/A,N/A,False,0.0,N/A,N/A,N/A
2024-01-03,Distillation,3-P-904-A,False,False,0.0,0.0,0.0,N/A,N/A,N/A,N/A,False,0.0,N/A,N/A,N/A
2024-01-03,Distillation,3-P-904-B,False,False,0.0,0.0,0.0,N/A,N/A,N/A,N/A,False,0.0,N/A,N/A,N/A
2024-01-03,Distillation,3-P-905-A,False,False,0.0,0.0,0.0,N/A,N/A,N/A,N/A,False,0.0,N/A,N/A,N/A
2024-01-03,Distillation,3-P-905-B,False,False,0.0,0.0,0.0,N/A,N/A,N/A,N/A,False,0.0,N/A,N/A,N/A
2024-01-03,Distillation,3-P-906-A,True,False,65.1,42.3,2.0,Normal,No,No,"Routine check, no issues",True,37.4,High,Yes,No
2024-01-03,Distillation,3-P-906-B,False,False,0.0,0.0,0.0,N/A,N/A,N/A,N/A,False,0.0,N/A,N/A,N/A
2024-01-03,Distillation,3-P-907-A,True,True,36.9,70.6,2.4,High,Yes,No,"Routine check, no issues",False,0.0,,,
2024-01-03,Distillation,3-P-907-B,False,False,0.0,0.0,0.0,N/A,N/A,N/A,N/A,False,0.0,N/A,N/A,N/A
2024-01-05,Finishing,3-P-501-A,True,True,56.2,50.5,2.9,Normal,Yes,No,"Routine check, no issues",False,0.0,,,
2024-01-05,Finishing,3-P-501-B,False,False,0.0,0.0,0.0,N/A,N/A,N/A,N/A,False,0.0,N/A,N/A,N/A
2024-01-05,Finishing,3-P-502-A,False,False,0.0,0.0,0.0,N/A,N/A,N/A,N/A,False,0.0,N/A,N/A,N/A
2024-01-05,Finishing,3-P-502-B,False,False,0.0,0.0,0.0,N/A,N/A,N/A,N/A,False,0.0,N/A,N/A,N/A
2024-01-05,Finishing,3-P-503-A,True,True,50.0,60.6,3.1,High,Yes,No,"Routine check, no issues",True,78.8,Low,Yes,Yes
2024-01-05,Finishing,3-P-503-B,True,False,54.1,59.3,0.1,Low,No,Yes,"Routine check, no issues",False,0.0,,,
2024-01-05,Finishing,3-P-504-A,False,False,0.0,0.0,0.0,N/A,N/A,N/A,N/A,False,0.0,N/A,N/A,N/A
2024-01-05,Finishing,3-P-504-B,True,False,45.8,53.6,5.5,Normal,No,No,"Routine check, no issues",True,54.2,Low,No,No
2024-01-05,Finishing,3-P-601-A,False,False,0.0,0.0,0.0,N/A,N/A,N/A,N/A,False,0.0,N/A,N/A,N/A
2024-01-05,Finishing,3-P-601-B,False,False,0.0,0.0,0.0,N/A,N/A,N/A,N/A,False,0.0,N/A,N/A,N/A
2024-01-05,Finishing,3-P-601-C,True,False,54.9,69.5,1.8,Low,Yes,Yes,"Routine check, no issues",False,0.0,,,
2024-01-05,Finishing,3-P-601-D,False,False,0.0,0.0,0.0,N/A,N/A,N/A,N/A,False,0.0,N/A,N/A,N/A
2024-01-06,Butene,2-P-2101-A,True,True,52.7,48.0,1.0,Normal,No,No,"Routine check, no issues",False,0.0,,,
2024-01-06,Butene,2-P-2101-B,False,False,0.0,0.0,0.0,N/A,N/A,N/A,N/A,False,0.0,N/A,N/A,N/A
2024-01-06,Butene,2-P-2301-A,False,False,0.0,0.0,0.0,N/A,N/A,N/A,N/A,False,0.0,N/A,N/A,N/A
2024-01-06,Butene,2-P-2301-B,False,False,0.0,0.0,0.0,N/A,N/A,N/A,N/A,False,0.0,N/A,N/A,N/A
2024-01-06,Butene,2-P-2302-A,True,False,59.3,57.9,1.0,High,No,No,"Routine check, no issues",True,40.0,Normal,Yes,Yes
2024-01-06,Butene,2-P-2302-B,True,True,39.6,74.3,2.6,Normal,Yes,No,"Routine check, no issues",True,58.1,High,Yes,Yes
2024-01-06,Butene,2-P-2306-A,True,False,64.5,48.1,5.0,Low,Yes,No,"Routine check, no issues",True,65.3,High,No,Yes
2024-01-06,Butene,2-P-2306-B,False,False,0.0,0.0,0.0,N/A,N/A,N/A,N/A,False,0.0,N/A,N/A,N/A
2024-01-08,Reaction,3-P-101,True,True,53.6,50.0,5.7,Normal,Yes,Yes,"Routine check, no issues",True,50.0,Normal,No,No
2024-01-08,Reaction,3-P-102-A,False,False,0.0,0.0,0.0,N/A,N/A,N/A,N/A,False,0.0,N/A,N/A,N/A
2024-01-08,Reaction,3-P-102-B,False,False,0.0,0.0,0.0,N/A,N/A,N/A,N/A,False,0.0,N/A,N/A,N/A
2024-01-08,Reaction,3-P-103-A,True,True,55.3,56.2,3.1,Normal,Yes,Yes,"Routine check, no issues",True,76.4,Normal,Yes,Yes
2024-01-08,Reaction,3-P-103-B,True,False,53.5,71.8,1.1,High,No,Yes,"Routine check, no issues",False,0.0,,,
2024-01-08,Reaction,3-P-201,True,False,33.2,69.6,0.2,High,Yes,No,"Routine check, no issues",False,0.0,,,
2024-01-08,Reaction,3-P-202,False,False,0.0,0.0,0.0,N/A,N/A,N/A,N/A,False,0.0,N/A,N/A,N/A
2024-01-08,Reaction,3-P-203,False,False,0.0,0.0,0.0,N/A,N/A,N/A,N/A,False,0.0,N/A,N/A,N/A
2024-01-08,Reaction,3-P-204,False,False,0.0,0.0,0.0,N/A,N/A,N/A,N/A,False,0.0,N/A,N/A,N/A
2024-01-08,Reaction,3-P-205,True,True,69.2,67.7,4.9,Low,No,No,"Routine check, no issues",False,0.0,,,
2024-01-08,Reaction,3-P-206,False,False,0.0,0.0,0.0,N/A,N/A,N/A,N/A,False,0.0,N/A,N/A,N/A
2024-01-08,Reaction,3-P-208,False,False,0.0,0.0,0.0,N/A,N/A,N/A,N/A,False,0.0,N/A,N/A,N/A
2024-01-08,Reaction,3-P-209,True,False,63.5,48.8,2.2,Low,No,No,"Routine check, no issues",True,75.2,High,No,Yes
2024-01-08,Reaction,3-P-301-A,True,True,58.7,46.0,5.7,Normal,No,No,"Routine check, no issues",False,0.0,,,
2024-01-08,Reaction,3-P-301-B,False,False,0.0,0.0,0.0,N/A,N/A,N/A,N/A,False,0.0,N/A,N/A,N/A
2024-01-08,Reaction,3-P-301-C,True,True,30.9,32.5,0.5,Normal,Yes,Yes,"Routine check, no issues",False,0.0,,,
2024-01-08,Reaction,3-K-101-A,True,False,51.1,32.1,4.8,High,Yes,No,"Routine check, no issues",False,0.0,,,
2024-01-08,Reaction,3-K-101-B,False,False,0.0,0.0,0.0,N/A,N/A,N/A,N/A,False,0.0,N/A,N/A,N/A
2024-01-10,Distillation,3-P-901-A,True,True,53.5,43.9,5.3,Low,No,Yes,"Routine check, no issues",False,0.0,,,
2024-01-10,Distillation,3-P-901-B,False,False,0.0,0.0,0.0,N/A,N/A,N/A,N/A,False,0.0,N/A,N/A,N/A
2024-01-10,Distillation,3-P-902-A,True,True,48.5,33.2,2.8,Normal,Yes,Yes,"Routine check, no issues",True,51.5,Normal,Yes,No
2024-01-10,Distillation,3-P-902-B,False,False,0.0,0.0,0.0,N/A,N/A,N/A,N/A,False,0.0,N/A,N/A,N/A
2024-01-10,Distillation,3-P-903-A,True,False,38.9,72.2,4.3,Normal,Yes,No,"Routine check, no issues",True,39.9,Low,Yes,No
2024-01-10,Distillation,3-P-903-B,False,False,0.0,0.0,0.0,N/A,N/A,N/A,N/A,False,0.0,N/A,N/A,N/A
2024-01-10,Distillation,3-P-903-C,False,False,0.0,0.0,0.0,N/A,N/A,N/A,N/A,False,0.0,N/A,N/A,N/A
2024-01-10,Distillation,3-P-904-A,False,False,0.0,0.0,0.0,N/A,N/A,N/A,N/A,False,0.0,N/A,N/A,N/A
2024-01-10,Distillation,3-P-904-B,False,False,0.0,0.0,0.0,N/A,N/A,N/A,N/A,False,0.0,N/A,N/A,N/A
2024-01-10,Distillation,3-P-905-A,False,False,0.0,0.0,0.0,N/A,N/A,N/A,N/A,False,0.0,N/A,N/A,N/A
2024-01-10,Distillation,3-P-905-B,True,False,31.8,65.8,6.0,High,No,No,"Routine check, no issues",False,0.0,,,
2024-01-10,Distillation,3-P-906-A,True,True,65.6,76.4,2.4,High,No,Yes,"Routine check, no issues",False,0.0,,,
2024-01-10,Distillation,3-P-906-B,False,False,0.0,0.0,0.0,N/A,N/A,N/A,N/A,False,0.0,N/A,N/A,N/A
2024-01-10,Distillation,3-P-907-A,True,True,44.8,49.9,1.0,Normal,Yes,No,"Routine check, no issues",False,0.0,,,
2024-01-10,Distillation,3-P-907-B,True,False,39.9,79.8,3.5,High,No,No,"Routine check, no issues",True,58.2,High,Yes,No
2024-01-12,Finishing,3-P-501-A,False,False,0.0,0.0,0.0,N/A,N/A,N/A,N/A,False,0.0,N/A,N/A,N/A
2024-01-12,Finishing,3-P-501-B,True,True,67.8,60.7,0.9,Low,Yes,No,"Routine check, no issues",True,57.3,High,No,No
2024-01-12,Finishing,3-P-502-A,False,False,0.0,0.0,0.0,N/A,N/A,N/A,N/A,False,0.0,N/A,N/A,N/A
2024-01-12,Finishing,3-P-502-B,False,False,0.0,0.0,0.0,N/A,N/A,N/A,N/A,False,0.0,N/A,N/A,N/A
2024-01-12,Finishing,3-P-503-A,False,False,0.0,0.0,0.0,N/A,N/A,N/A,N/A,False,0.0,N/A,N/A,N/A
2024-01-12,Finishing,3-P-503-B,True,False,58.6,79.4,4.1,Low,Yes,Yes,"Routine check, no issues",False,0.0,,,
2024-01-12,Finishing,3-P-504-A,True,True,33.9,64.8,3.5,Low,No,Yes,"Routine check, no issues",True,60.7,Normal,Yes,No
2024-01-12,Finishing,3-P-504-B,True,True,47.7,58.0,1.3,Normal,No,Yes,"Routine check, no issues",False,0.0,,,
2024-01-12,Finishing,3-P-601-A,True,True,56.4,67.2,2.1,Low,Yes,Yes,"Routine check, no issues",False,0.0,,,
2024-01-12,Finishing,3-P-601-B,True,True,55.2,30.3,3.7,Low,No,No,"Routine check, no issues",False,0.0,,,
2024-01-12,Finishing,3-P-601-C,False,False,0.0,0.0,0.0,N/A,N/A,N/A,N/A,False,0.0,N/A,N/A,N/A
2024-01-12,Finishing,3-P-601-D,False,False,0.0,0.0,0.0,N/A,N/A,N/A,N/A,False,0.0,N/A,N/A,N/A
2024-01-13,Butene,2-P-2101-A,False,False,0.0,0.0,0.0,N/A,N/A,N/A,N/A,False,0.0,N/A,N/A,N/A
2024-01-13,Butene,2-P-2101-B,True,False,48.3,52.3,1.8,Low,Yes,No,"Routine check, no issues",True,71.5,High,Yes,No
2024-01-13,Butene,2-P-2301-A,False,False,0.0,0.0,0.0,N/A,N/A,N/A,N/A,False,0.0,N/A,N/A,N/A
2024-01-13,Butene,2-P-2301-B,True,False,31.0,60.5,3.5,Low,No,Yes,"Routine check, no issues",False,0.0,,,
2024-01-13,Butene,2-P-2302-A,True,False,67.1,61.9,6.0,Normal,Yes,No,"Routine check, no issues",False,0.0,,,
2024-01-13,Butene,2-P-2302-B,True,False,51.9,73.8,2.2,High,No,Yes,"Routine check, no issues",True,48.3,Normal,No,Yes
2024-01-13,Butene,2-P-2306-A,True,False,69.4,45.6,1.6,Low,Yes,No,"Routine check, no issues",True,70.2,Low,No,Yes
2024-01-13,Butene,2-P-2306-B,False,False,0.0,0.0,0.0,N/A,N/A,N/A,N/A,False,0.0,N/A,N/A,N/A
2024-01-15,Reaction,3-P-101,False,False,0.0,0.0,0.0,N/A,N/A,N/A,N/A,False,0.0,N/A,N/A,N/A
2024-01-15,Reaction,3-P-102-A,True,False,69.6,66.5,4.1,Normal,Yes,No,"Routine check, no issues",True,37.3,Low,No,Yes
2024-01-15,Reaction,3-P-102-B,True,True,40.4,34.4,1.3,High,No,Yes,"Routine check, no issues",False,0.0,,,
2024-01-15,Reaction,3-P-103-A,True,False,51.3,56.7,3.2,Normal,No,No,"Routine check, no issues",True,61.9,Low,Yes,Yes
2024-01-15,Reaction,3-P-103-B,True,True,63.6,37.2,2.0,Normal,No,Yes,"Routine check, no issues",False,0.0,,,
2024-01-15,Reaction,3-P-201,False,False,0.0,0.0,0.0,N/A,N/A,N/A,N/A,False,0.0,N/A,N/A,N/A
2024-01-15,Reaction,3-P-202,True,True,47.0,40.3,2.7,High,No,No,"Routine check, no issues",True,59.7,Normal,No,No
2024-01-15,Reaction,3-P-203,False,False,0.0,0.0,0.0,N/A,N/A,N/A,N/A,False,0.0,N/A,N/A,N/A
2024-01-15,Reaction,3-P-204,True,True,38.2,31.0,2.1,Normal,No,No,"Routine check, no issues",True,66.1,Normal,No,Yes
2024-01-15,Reaction,3-P-205,False,False,0.0,0.0,0.0,N/A,N/A,N/A,N/A,False,0.0,N/A,N/A,N/A
2024-01-15,Reaction,3-P-206,True,False,66.6,42.1,1.8,High,No,No,"Routine check, no issues",False,0.0,,,
2024-01-15,Reaction,3-P-208,True,True,36.5,76.0,2.5,High,No,No,"Routine check, no issues",False,0.0,,,
2024-01-15,Reaction,3-P-209,True,True,53.0,50.5,5.0,Low,Yes,No,"Routine check, no issues",False,0.0,,,
2024-01-15,Reaction,3-P-301-A,True,False,33.0,71.6,5.0,Normal,No,No,"Routine check, no issues",True,58.1,Low,No,No
2024-01-15,Reaction,3-P-301-B,False,False,0.0,0.0,0.0,N/A,N/A,N/A,N/A,False,0.0,N/A,N/A,N/A
2024-01-15,Reaction,3-P-301-C,True,False,64.0,33.9,4.0,Normal,No,Yes,"Routine check, no issues",True,69.9,Low,No,No
2024-01-15,Reaction,3-K-101-A,False,False,0.0,0.0,0.0,N/A,N/A,N/A,N/A,False,0.0,N/A,N/A,N/A
2024-01-15,Reaction,3-K-101-B,True,False,44.9,43.6,0.9,Normal,No,No,"Routine check, no issues",False,0.0,,,
2024-01-17,Distillation,3-P-901-A,False,False,0.0,0.0,0.0,N/A,N/A,N/A,N/A,False,0.0,N/A,N/A,N/A
2024-01-17,Distillation,3-P-901-B,True,False,64.7,59.3,1.8,Normal,Yes,No,"Routine check, no issues",True,69.2,Normal,No,No
2024-01-17,Distillation,3-P-902-A,False,False,0.0,0.0,0.0,N/A,N/A,N/A,N/A,False,0.0,N/A,N/A,N/A
2024-01-17,Distillation,3-P-902-B,False,False,0.0,0.0,0.0,N/A,N/A,N/A,N/A,False,0.0,N/A,N/A,N/A
2024-01-17,Distillation,3-P-903-A,False,False,0.0,0.0,0.0,N/A,N/A,N/A,N/A,False,0.0,N/A,N/A,N/A
2024-01-17,Distillation,3-P-903-B,False,False,0.0,0.0,0.0,N/A,N/A,N/A,N/A,False,0.0,N/A,N/A,N/A
2024-01-17,Distillation,3-P-903-C,True,True,49.2,32.1,1.1,Normal,Yes,Yes,"Routine check, no issues",True,33.2,High,No,No
2024-01-17,Distillation,3-P-904-A,True,False,64.4,38.7,4.9,High,Yes,No,"Routine check, no issues",False,0.0,,,
2024-01-17,Distillation,3-P-904-B,True,True,55.6,57.1,4.5,Normal,No,No,"Routine check, no issues",False,0.0,,,
2024-01-17,Distillation,3-P-905-A,True,False,63.1,55.7,3.3,High,Yes,Yes,"Routine check, no issues",False,0.0,,,
2024-01-17,Distillation,3-P-905-B,True,True,34.4,30.2,0.2,High,No,No,"Routine check, no issues",False,0.0,,,
2024-01-17,Distillation,3-P-906-A,False,False,0.0,0.0,0.0,N/A,N/A,N/A,N/A,False,0.0,N/A,N/A,N/A
2024-01-17,Distillation,3-P-906-B,False,False,0.0,0.0,0.0,N/A,N/A,N/A,N/A,False,0.0,N/A,N/A,N/A
2024-01-17,Distillation,3-P-907-A,False,False,0.0,0.0,0.0,N/A,N/A,N/A,N/A,False,0.0,N/A,N/A,N/A
2024-01-17,Distillation,3-P-907-B,True,False,43.9,42.6,1.4,Low,Yes,Yes,"Routine check, no issues",False,0.0,,,
2024-01-19,Finishing,3-P-501-A,True,False,60.7,49.4,4.5,High,No,Yes,"Routine check, no issues",True,62.5,Normal,No,Yes
2024-01-19,Finishing,3-P-501-B,False,False,0.0,0.0,0.0,N/A,N/A,N/A,N/A,False,0.0,N/A,N/A,N/A
2024-01-19,Finishing,3-P-502-A,False,False,0.0,0.0,0.0,N/A,N/A,N/A,N/A,False,0.0,N/A,N/A,N/A
2024-01-19,Finishing,3-P-502-B,True,True,46.7,53.7,3.3,High,No,No,"Routine check, no issues",True,33.7,Normal,No,No
2024-01-19,Finishing,3-P-503-A,False,False,0.0,0.0,0.0,N/A,N/A,N/A,N/A,False,0.0,N/A,N/A,N/A
2024-01-19,Finishing,3-P-503-B,False,False,0.0,0.0,0.0,N/A,N/A,N/A,N/A,False,0.0,N/A,N/A,N/A
2024-01-19,Finishing,3-P-504-A,True,False,35.1,70.1,5.3,Normal,Yes,Yes,"Routine check, no issues",False,0.0,,,
2024-01-19,Finishing,3-P-504-B,True,True,33.3,44.7,4.7,High,No,No,"Routine check, no issues",False,0.0,,,
2024-01-19,Finishing,3-P-601-A,True,False,39.1,40.6,4.2,Low,No,Yes,"Routine check, no issues",True,30.4,Low,Yes,No
2024-01-19,Finishing,3-P-601-B,True,True,67.2,54.4,3.8,High,Yes,Yes,"Routine check, no issues",True,76.6,Low,Yes,No
2024-01-19,Finishing,3-P-601-C,True,False,35.7,60.1,4.6,Low,Yes,No,"Routine check, no issues",False,0.0,,,
2024-01-19,Finishing,3-P-601-D,False,False,0.0,0.0,0.0,N/A,N/A,N/A,N/A,False,0.0,N/A,N/A,N/A
2024-01-20,Butene,2-P-2101-A,True,True,51.4,74.2,2.7,Low,Yes,No,"Routine check, no issues",True,38.7,Normal,Yes,Yes
2024-01-20,Butene,2-P-2101-B,True,False,46.0,74.5,2.1,Normal,Yes,No,"Routine check, no issues",False,0.0,,,
2024-01-20,Butene,2-P-2301-A,True,False,32.8,61.7,0.5,Low,No,Yes,"Routine check, no issues",False,0.0,,,
2024-01-20,Butene,2-P-2301-B,False,False,0.0,0.0,0.0,N/A,N/A,N/A,N/A,False,0.0,N/A,N/A,N/A
2024-01-20,Butene,2-P-2302-A,False,False,0.0,0.0,0.0,N/A,N/A,N/A,N/A,False,0.0,N/A,N/A,N/A
2024-01-20,Butene,2-P-2302-B,True,False,66.6,66.7,3.2,Low,Yes,Yes,"Routine check, no issues",False,0.0,,,
2024-01-20,Butene,2-P-2306-A,True,False,48.4,63.0,2.1,High,No,No,"Routine check, no issues",True,49.8,Normal,No,No
2024-01-20,Butene,2-P-2306-B,True,False,51.8,77.9,3.4,High,No,Yes,"Routine check, no issues",False,0.0,,,
2024-01-22,Reaction,3-P-101,False,False,0.0,0.0,0.0,N/A,N/A,N/A,N/A,False,0.0,N/A,N/A,N/A
2024-01-22,Reaction,3-P-102-A,True,False,44.4,53.5,4.1,High,No,Yes,"Routine check, no issues",False,0.0,,,
2024-01-22,Reaction,3-P-102-B,True,True,57.7,70.2,1.5,Low,Yes,Yes,"Routine check, no issues",False,0.0,,,
2024-01-22,Reaction,3-P-103-A,False,False,0.0,0.0,0.0,N/A,N/A,N/A,N/A,False,0.0,N/A,N/A,N/A
2024-01-22,Reaction,3-P-103-B,False,False,0.0,0.0,0.0,N/A,N/A,N/A,N/A,False,0.0,N/A,N/A,N/A
2024-01-22,Reaction,3-P-201,True,True,45.4,74.1,3.1,Low,Yes,No,"Routine check, no issues",False,0.0,,,
2024-01-22,Reaction,3-P-202,False,False,0.0,0.0,0.0,N/A,N/A,N/A,N/A,False,0.0,N/A,N/A,N/A
2024-01-22,Reaction,3-P-203,False,False,0.0,0.0,0.0,N/A,N/A,N/A,N/A,False,0.0,N/A,N/A,N/A
2024-01-22,Reaction,3-P-204,True,True,67.5,68.8,1.9,High,No,Yes,"Routine check, no issues",False,0.0,,,
2024-01-22,Reaction,3-P-205,True,False,39.4,35.8,5.3,High,No,No,"Routine check, no issues",False,0.0,,,
2024-01-22,Reaction,3-P-206,False,False,0.0,0.0,0.0,N/A,N/A,N/A,N/A,False,0.0,N/A,N/A,N/A
2024-01-22,Reaction,3-P-208,False,False,0.0,0.0,0.0,N/A,N/A,N/A,N/A,False,0.0,N/A,N/A,N/A
2024-01-22,Reaction,3-P-209,True,True,41.2,49.4,1.4,High,No,Yes,"Routine check, no issues",True,59.2,Normal,No,Yes
2024-01-22,Reaction,3-P-301-A,False,False,0.0,0.0,0.0,N/A,N/A,N/A,N/A,False,0.0,N/A,N/A,N/A
2024-01-22,Reaction,3-P-301-B,False,False,0.0,0.0,0.0,N/A,N/A,N/A,N/A,False,0.0,N/A,N/A,N/A
2024-01-22,Reaction,3-P-301-C,False,False,0.0,0.0,0.0,N/A,N/A,N/A,N/A,False,0.0,N/A,N/A,N/A
2024-01-22,Reaction,3-K-101-A,True,True,62.6,48.1,1.9,Normal,Yes,Yes,"Routine check, no issues",True,39.9,High,Yes,No
2024-01-22,Reaction,3-K-101-B,True,False,68.6,49.9,1.0,High,No,Yes,"Routine check, no issues",True,75.6,Normal,No,No
2024-01-24,Distillation,3-P-901-A,False,False,0.0,0.0,0.0,N/A,N/A,N/A,N/A,False,0.0,N/A,N/A,N/A
2024-01-24,Distillation,3-P-901-B,False,False,0.0,0.0,0.0,N/A,N/A,N/A,N/A,False,0.0,N/A,N/A,N/A
2024-01-24,Distillation,3-P-902-A,False,False,0.0,0.0,0.0,N/A,N/A,N/A,N/A,False,0.0,N/A,N/A,N/A
2024-01-24,Distillation,3-P-902-B,False,False,0.0,0.0,0.0,N/A,N/A,N/A,N/A,False,0.0,N/A,N/A,N/A
2024-01-24,Distillation,3-P-903-A,True,False,38.6,72.3,4.4,High,No,Yes,"Routine check, no issues",True,44.8,Normal,Yes,No
2024-01-24,Distillation,3-P-903-B,False,False,0.0,0.0,0.0,N/A,N/A,N/A,N/A,False,0.0,N/A,N/A,N/A
2024-01-24,Distillation,3-P-903-C,True,True,34.5,38.7,3.2,Normal,Yes,Yes,"Routine check, no issues",True,50.3,High,No,Yes
2024-01-24,Distillation,3-P-904-A,False,False,0.0,0.0,0.0,N/A,N/A,N/A,N/A,False,0.0,N/A,N/A,N/A
2024-01-24,Distillation,3-P-904-B,False,False,0.0,0.0,0.0,N/A,N/A,N/A,N/A,False,0.0,N/A,N/A,N/A
2024-01-24,Distillation,3-P-905-A,False,False,0.0,0.0,0.0,N/A,N/A,N/A,N/A,False,0.0,N/A,N/A,N/A
2024-01-24,Distillation,3-P-905-B,False,False,0.0,0.0,0.0,N/A,N/A,N/A,N/A,False,0.0,N/A,N/A,N/A
2024-01-24,Distillation,3-P-906-A,False,False,0.0,0.0,0.0,N/A,N/A,N/A,N/A,False,0.0,N/A,N/A,N/A
2024-01-24,Distillation,3-P-906-B,False,False,0.0,0.0,0.0,N/A,N/A,N/A,N/A,False,0.0,N/A,N/A,N/A
2024-01-24,Distillation,3-P-907-A,True,False,31.1,79.3,4.3,Normal,No,Yes,"Routine check, no issues",True,57.5,Normal,Yes,No
2024-01-24,Distillation,3-P-907-B,True,False,48.2,42.6,1.9,Low,No,Yes,"Routine check, no issues",False,0.0,,,
2024-01-26,Finishing,3-P-501-A,False,False,0.0,0.0,0.0,N/A,N/A,N/A,N/A,False,0.0,N/A,N/A,N/A
2024-01-26,Finishing,3-P-501-B,True,False,56.4,49.3,0.7,High,Yes,Yes,"Routine check, no issues",True,45.6,High,No,No
2024-01-26,Finishing,3-P-502-A,False,False,0.0,0.0,0.0,N/A,N/A,N/A,N/A,False,0.0,N/A,N/A,N/A
2024-01-26,Finishing,3-P-502-B,False,False,0.0,0.0,0.0,N/A,N/A,N/A,N/A,False,0.0,N/A,N/A,N/A
2024-01-26,Finishing,3-P-503-A,False,False,0.0,0.0,0.0,N/A,N/A,N/A,N/A,False,0.0,N/A,N/A,N/A
2024-01-26,Finishing,3-P-503-B,True,False,52.6,40.5,4.0,High,No,Yes,"Routine check, no issues",False,0.0,,,
2024-01-26,Finishing,3-P-504-A,True,False,61.9,50.1,0.6,High,No,No,"Routine check, no issues",False,0.0,,,
2024-01-26,Finishing,3-P-504-B,True,False,41.3,75.6,4.3,High,No,Yes,"Routine check, no issues",True,48.6,Normal,No,Yes
2024-01-26,Finishing,3-P-601-A,True,True,40.2,58.9,0.8,Low,No,No,"Routine check, no issues",False,0.0,,,
2024-01-26,Finishing,3-P-601-B,True,True,32.4,75.8,1.3,Normal,No,Yes,"Routine check, no issues",False,0.0,,,
